"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","top23_value","log_top23_value","median_player_value","squad_value_concentration","top5_value_share","top11_to_top23_ratio","value_drop_11_to_23","avg_age","value_weighted_avg_age","top11_avg_age","top11_u24_value_share","top11_over30_value_share","goalkeeper_value","log_goalkeeper_value","defense_value","log_defense_value","midfield_value","log_midfield_value","attack_value","log_attack_value","top1_goalkeeper_value","log_top1_goalkeeper_value","top4_defense_value","log_top4_defense_value","top4_midfield_value","log_top4_midfield_value","top3_attack_value","log_top3_attack_value","defense_value_share","midfield_value_share","attack_value_share","squad_value_momentum_6m","squad_value_momentum_12m","top11_value_momentum_6m","top11_value_momentum_12m","total_caps","total_goals","missing_value_share"
"Mali",2013-07-01,2013-06-30,180,51,60425000,17.9169135011033,29600000,17.2032849530781,35850000,17.3948541529039,45550000,17.6343212036241,9e+05,0.489863467107985,0.274720728175424,0.649835345773875,0.506052927927928,17.0436991406191,25.9102484483483,26.4366872005476,0.236486486486486,0.152027027027027,1800000,14.4032977784218,11650000,16.2708168238129,30450000,17.2315965849609,16525000,16.6203850042164,1500000,14.2209763327389,6550000,15.6949757602832,11600000,16.2665157422835,9500000,16.0668024618339,0.192800992966487,0.503930492345883,0.273479520066198,-0.0679718003950285,-0.121774505578095,-0.216363857755933,-0.337919056219242,NA,NA,0.716666666666667
"Malta",2013-07-01,2013-06-30,42,3,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,13.8155115579638,125000,1,1,1,NA,15.0664580685115,26.7079397672827,21.4916308879348,0.075,0,125000,11.7360770162524,75000,11.2252567257629,0,0,8e+05,13.5923682566493,125000,11.7360770162524,75000,11.2252567257629,0,0,8e+05,13.5923682566493,0.075,0,0.8,0,0.077961460388714,0,0.077961460388714,NA,NA,0.928571428571429
"Martinique",2013-07-01,2013-06-30,37,20,26700000,17.1001741608237,23500000,16.9725110216676,25775000,17.0649156266646,26700000,17.1001741608237,1e+06,0.880149812734082,0.617977528089888,0.880149812734082,0.833569739952719,22.0243816711989,26.3597043736397,26.9830128803435,0.361702127659574,0.276595744680851,3500000,15.0682738121739,14300000,16.4757701651602,3e+06,14.9141231799657,5900000,15.5904630783675,2500000,14.7318016898383,11500000,16.25785768029,3e+06,14.9141231799657,4875000,15.3996308675423,0.535580524344569,0.112359550561798,0.220973782771536,-0.252665982218257,-0.291886694252661,-0.250841493790102,-0.307171748419144,NA,NA,0.45945945945946
"Mauritania",2013-07-01,2013-06-30,29,4,1900000,14.4573649704523,1900000,14.4573649704523,1900000,14.4573649704523,1900000,14.4573649704523,5e+05,1,1,1,NA,14.9180768958437,21.9846536258511,19.2361396303901,1,0,0,0,0,0,1200000,13.9978329480912,7e+05,13.458837042596,0,0,0,0,1200000,13.9978329480912,7e+05,13.458837042596,0,0.631578947368421,0.368421052631579,0.111225573190755,0.641853412488546,0.111225573190755,0.641853412488546,NA,NA,0.862068965517241
"Mauritius",2013-07-01,2013-06-30,2,1,2e+06,14.5086582385241,2e+06,14.5086582385241,2e+06,14.5086582385241,2e+06,14.5086582385241,2e+06,1,1,1,NA,17.3004791238877,21.3935660506502,17.3004791238877,1,0,0,0,2e+06,14.5086582385241,0,0,0,0,0,0,2e+06,14.5086582385241,0,0,0,0,1,0,0,0.693146680560321,0.693146680560321,0.693146680560321,0.693146680560321,NA,NA,0.5
"Mexico",2013-07-01,2013-06-30,536,27,1.1e+08,18.5159909328476,90050000,18.3158756406912,97850000,18.3989462620261,108950000,18.5063996285334,1800000,0.818636363636364,0.536363636363636,0.826525929325379,0.807606885063853,12.7786120731047,24.6656760624728,25.0466056872628,0.253192670738479,0.0305385896724042,6e+06,15.607270193859,23650000,16.9788737151855,25950000,17.0716822061118,54400000,17.8118747302085,6e+06,15.607270193859,18550000,16.7359804009261,22500000,16.9290259116191,44500000,17.6109997696084,0.215,0.235909090909091,0.494545454545455,0.209038943019095,0.390352602321475,0.216778507073176,0.397721701161185,NA,NA,0.949626865671642
"Moldova",2013-07-01,2013-06-30,63,13,9600000,16.0772737606047,9475000,16.0641674144737,9600000,16.0772737606047,9600000,16.0772737606047,475000,0.986979166666667,0.802083333333333,0.986979166666667,0.927440633245383,16.3288028421499,27.2183863791923,26.6126563375023,0.0659630606860158,0.0527704485488127,325000,12.6915835382302,5700000,15.5559769082434,2925000,14.8888053805284,650000,13.3847291803322,2e+05,12.2060776455177,5700000,15.5559769082434,2925000,14.8888053805284,650000,13.3847291803322,0.59375,0.3046875,0.0677083333333333,0.118760062168825,0.0290641298719727,0.123405659395273,0.0213341401991762,NA,NA,0.793650793650794
"Monaco",2013-07-01,2013-06-30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,19.378507871321,NA,19.378507871321,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Mongolia",2013-07-01,2013-06-30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,8.44626967830253,NA,8.44626967830253,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Montenegro",2013-07-01,2013-06-30,118,39,94775000,18.367016229918,78650000,18.1805182001831,82850000,18.2325423139069,89250000,18.3069519898285,8e+05,0.829860195199156,0.70377209179636,0.881232492997199,0.876456876456877,17.798118307637,25.8051449712213,24.9823906415282,0.523839796567069,0.0508582326764145,2100000,14.557448378884,25425000,17.0512435392303,8600000,15.9672728775028,58650000,17.8870981501141,1100000,13.9108216468591,18500000,16.7332813441026,6700000,15.7176182336149,52250000,17.771550467948,0.268266948034819,0.0907412292271169,0.618834080717489,0.0651190106943211,0.129057110776106,0.06026708800065,0.0925168806662704,NA,NA,0.669491525423729
"Montserrat",2013-07-01,2013-06-30,6,1,175000,12.072546967175,175000,12.072546967175,175000,12.072546967175,175000,12.072546967175,175000,1,1,1,NA,19.7773214693133,23.2580424366872,19.7773214693133,1,0,0,0,0,0,0,0,175000,12.072546967175,0,0,0,0,0,0,175000,12.072546967175,0,0,1,0.55961150225481,0.847290241412146,0.55961150225481,0.847290241412146,NA,NA,0.833333333333333
"Morocco",2013-07-01,2013-06-30,366,81,157325000,18.8738242937335,91500000,18.3318495411747,1.05e+08,18.4694709176456,1.24e+08,18.6357921316338,750000,0.581598601620849,0.375019863340219,0.737903225806452,0.674408014571949,16.0484883847054,25.6956637172665,25.069006284612,0.213114754098361,0,1750000,14.3751269173281,31850000,17.2765479713796,76400000,18.1514932672258,45325000,17.6293693366681,8e+05,13.5923682566493,21700000,16.8928228645936,4.6e+07,17.6441519761925,17500000,16.6777114960366,0.202447163515017,0.485618941681233,0.288097886540601,0.083132915750145,0.098445551712814,0.0678225955718155,0.109619723751063,NA,NA,0.778688524590164
"Mozambique",2013-07-01,2013-06-30,18,4,3375000,15.031906178585,3375000,15.031906178585,3375000,15.031906178585,3375000,15.031906178585,7e+05,1,1,1,NA,20.3801049509468,25.6964331888357,22.8946549685769,0.0518518518518519,0.177777777777778,0,0,3375000,15.031906178585,0,0,0,0,0,0,3375000,15.031906178585,0,0,0,0,1,0,0,-0.242219634636884,-0.616186003127552,-0.242219634636884,-0.616186003127552,NA,NA,0.777777777777778
"Myanmar",2013-07-01,2013-06-30,33,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13.8012569224068,NA,16.9485408499782,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Netherlands",2013-07-01,2013-06-30,1555,524,636500000,20.2714949775328,175500000,18.9831496065682,211300000,19.1687894873189,274300000,19.4297329595535,3e+05,0.275726630007855,0.17439120188531,0.639810426540284,0.483950617283951,16.8075232756958,25.8997989626062,26.5549125754465,0.193732193732194,0.0740740740740741,49925000,17.7260324572962,162825000,18.9081865685383,210175000,19.1634510797436,212800000,19.175863320131,8500000,15.9555768391076,2.8e+07,17.1477151038538,5.3e+07,17.7858024903843,8.1e+07,18.2099597249824,0.255813040062844,0.330204241948154,0.334328358208955,0.0301434192388186,0.0764552773366525,-0.140628653747772,-0.184219089611474,NA,NA,0.663022508038585
"Neukaledonien",2013-07-01,2013-06-30,2,2,2650000,14.7900705753208,2650000,14.7900705753208,2650000,14.7900705753208,2650000,14.7900705753208,1325000,1,1,1,NA,25.2689938398357,25.7849237405241,25.2689938398357,0,0,0,0,2500000,14.7318016898383,150000,11.9183972397228,0,0,0,0,2500000,14.7318016898383,150000,11.9183972397228,0,0,0.943396226415094,0.0566037735849057,0,0.209091710100807,0.209091710100807,0.209091710100807,0.209091710100807,NA,NA,0
"New Caledonia",2013-07-01,2013-06-30,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,17.2922655715264,NA,17.2922655715264,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"New Zealand",2013-07-01,2013-06-30,105,10,11025000,16.2156760700001,11025000,16.2156760700001,11025000,16.2156760700001,11025000,16.2156760700001,450000,1,0.884353741496599,1,NA,12.7617743880578,25.0855795660724,25.1456661066517,0.294784580498866,0.0975056689342404,4e+05,12.899222326087,7250000,15.7965121647619,150000,11.9183972397228,3225000,14.9864438182895,2e+05,12.2060776455177,7250000,15.7965121647619,150000,11.9183972397228,2900000,14.8802216397842,0.657596371882086,0.0136054421768707,0.292517006802721,0.408872220613961,0.47591671377633,0.408872220613961,0.47591671377633,NA,NA,0.904761904761905
"Nicaragua",2013-07-01,2013-06-30,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,16.5617157198266,NA,16.5617157198266,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Niger",2013-07-01,2013-06-30,13,3,1200000,13.9978329480912,1200000,13.9978329480912,1200000,13.9978329480912,1200000,13.9978329480912,250000,1,1,1,NA,16.6556099615648,25.2338580880675,17.2955012133657,0.125,0,0,0,250000,12.4292201968364,0,0,950000,13.7642183162077,0,0,250000,12.4292201968364,0,0,950000,13.7642183162077,0.208333333333333,0,0.791666666666667,-0.154150560779732,-0.318453503845971,-0.154150560779732,-0.318453503845971,NA,NA,0.769230769230769
"Nigeria",2013-07-01,2013-06-30,513,120,201450000,19.1210517745656,9.8e+07,18.4004780468389,112200000,18.5357935599655,136200000,18.7296349590218,7e+05,0.486473070240755,0.347480764457682,0.719530102790015,0.642687074829932,15.2931274875149,25.1888744997128,24.3449691991786,0.433673469387755,0.0969387755102041,1500000,14.2209763327389,23800000,16.9851961806585,63725000,17.9700875239189,112025000,18.5342326275631,1500000,14.2209763327389,12200000,16.3169465916707,4.8e+07,17.6867115897055,3.2e+07,17.281246492014,0.118143459915612,0.316331595929511,0.556093323405311,0.0217031662452385,0.0997504022463573,-0.00508906945567489,0.107630663032811,NA,NA,0.766081871345029
"North Macedonia",2013-07-01,2013-06-30,107,43,31600000,17.2686677102027,22250000,16.9178526115203,2.5e+07,17.0343864228325,28350000,17.1601376234114,350000,0.704113924050633,0.525316455696203,0.784832451499118,0.748689138576779,17.8571583923443,27.3865156516691,27.6283989795283,0.0449438202247191,0.0853932584269663,2400000,14.6909797119848,9700000,16.0876365465664,1875000,14.4441197507198,17625000,16.6848289634002,9e+05,13.7101511534169,6350000,15.6639655283492,1550000,14.2537661340565,12200000,16.3169465916707,0.306962025316456,0.0593354430379747,0.557753164556962,-0.0380332984150087,-0.0234568996203741,-0.0757118184585437,-0.0589047008483767,NA,NA,0.598130841121495
"Northern Ireland",2013-07-01,2013-06-30,127,44,48275000,17.6924244069935,3.6e+07,17.3990295241982,39500000,17.4918112551878,43800000,17.5951443981777,475000,0.745727602278612,0.569653029518384,0.821917808219178,0.801388888888889,17.9327717505538,27.3764817766681,29.603384979155,0.0416666666666667,0.215277777777778,3800000,15.1505118878545,23250000,16.9618157330084,15475000,16.5547364411553,5750000,15.5647105866866,1250000,14.0386549092782,17500000,16.6777114960366,13500000,16.4182003174827,3800000,15.1505118878545,0.48161574313827,0.320559295701709,0.119109269808389,0.0702513370366908,0.0450168664118991,0.0498323723285736,0.0139862415835061,NA,NA,0.653543307086614
"Norway",2013-07-01,2013-06-30,565,87,94950000,18.3688610057544,42400000,17.5626589437871,49900000,17.7255315807618,61700000,17.9377945050831,7e+05,0.446550816219063,0.279094260136914,0.687196110210697,0.582743710691824,14.0635350983991,25.1861612383621,26.8152572957501,0.311320754716981,0.259433962264151,2300000,14.6484201156819,42100000,17.5555583224056,26200000,17.0812700068993,24350000,17.0080424485606,1e+06,13.8155115579638,20500000,16.8359354928891,11200000,16.231424425551,9600000,16.0772737606047,0.443391258557135,0.275934702474987,0.256450763559768,-0.0422743354503154,0.052430272077082,-0.0584023973417516,-0.0760434277566375,NA,NA,0.846017699115044
"Oman",2013-07-01,2013-06-30,50,1,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,1,1,1,NA,15.6968651608487,31.501711156742,20.728019413851,0,1,5e+06,15.4249486703984,0,0,0,0,0,0,5e+06,15.4249486703984,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.98
"Pakistan",2013-07-01,2013-06-30,4,1,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,1,1,1,NA,16.9815195071869,28.9089664613279,16.9815195071869,0,0,0,0,3e+05,12.6115410869661,0,0,0,0,0,0,3e+05,12.6115410869661,0,0,0,0,1,0,0,-0.287681239120879,0,-0.287681239120879,0,NA,NA,0.75
"Palestine",2013-07-01,2013-06-30,10,3,2200000,14.6039683728739,2200000,14.6039683728739,2200000,14.6039683728739,2200000,14.6039683728739,150000,1,1,1,NA,16.823819301848,26.2610291830004,16.823819301848,0.0227272727272727,0,0,0,2150000,14.58097886522,0,0,50000,10.8197982842103,0,0,2150000,14.58097886522,0,0,50000,10.8197982842103,0.977272727272727,0,0.0227272727272727,-0.0444517428079969,0.21465682860212,-0.0444517428079969,0.21465682860212,NA,NA,0.7
"Panama",2013-07-01,2013-06-30,61,3,975000,13.7901937756205,975000,13.7901937756205,975000,13.7901937756205,975000,13.7901937756205,1e+05,1,1,1,NA,14.3716071408534,23.3145544849857,21.1357102856076,1,0,0,0,0,0,75000,11.2252567257629,9e+05,13.7101511534169,0,0,0,0,75000,11.2252567257629,9e+05,13.7101511534169,0,0.0769230769230769,0.923076923076923,-0.02531778234329,0.1978255189712,-0.02531778234329,0.1978255189712,NA,NA,0.950819672131147
"Papua New Guinea",2013-07-01,2013-06-30,1,1,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,1,1,1,NA,17.5112936344969,17.5112936344969,17.5112936344969,1,0,0,0,0,0,0,0,1e+05,11.5129354649202,0,0,0,0,0,0,1e+05,11.5129354649202,0,0,1,0.693137180709943,11.5129354649202,0.693137180709943,11.5129354649202,NA,NA,0
"Paraguay",2013-07-01,2013-06-30,147,25,63700000,17.969695136241,52250000,17.771550467948,59100000,17.8947414992968,63550000,17.9673375713354,1800000,0.820251177394035,0.565149136577708,0.822187254130606,0.801754385964912,16.9076068483519,27.3211150832154,27.1983075104225,0.181818181818182,0.440191387559809,0,0,5325000,15.4879234573532,10275000,16.1452244156702,48100000,17.688792755866,0,0,5325000,15.4879234573532,10200000,16.1378983762937,27500000,17.1296965990004,0.0835949764521193,0.161302982731554,0.755102040816326,0.0310905865742868,-0.0354701789012353,0.00479617217148132,-0.0870113753947344,NA,NA,0.829931972789116
"Peru",2013-07-01,2013-06-30,102,22,42775000,17.5714644011207,40650000,17.5205094185583,41950000,17.5519890147154,42775000,17.5714644011207,5e+05,0.950321449444769,0.800701344243133,0.950321449444769,0.947724477244772,16.3788702339252,26.8849538617737,26.7672204592122,0.35670356703567,0.0873308733087331,0,0,14250000,16.4722675348544,9e+06,16.0127352464116,19525000,16.7872063049064,0,0,13500000,16.4182003174827,8600000,15.9672728775028,18550000,16.7359804009261,0.333138515488019,0.210403272939801,0.45645821157218,-0.0808066993345449,-0.074316682103234,-0.100551922570503,-0.111613982031621,NA,NA,0.784313725490196
"Philippines",2013-07-01,2013-06-30,45,6,2300000,14.6484201156819,2300000,14.6484201156819,2300000,14.6484201156819,2300000,14.6484201156819,275000,1,0.978260869565217,1,NA,14.7354779831166,26.4684700770765,22.9511542530023,0.369565217391304,0.195652173913043,850000,13.6529928049364,250000,12.4292201968364,1200000,13.9978329480912,0,0,5e+05,13.1223653774023,250000,12.4292201968364,1200000,13.9978329480912,0,0,0.108695652173913,0.521739130434783,0,-0.322398389587617,-0.39819220596733,-0.322398389587617,-0.39819220596733,NA,NA,0.866666666666667
"Poland",2013-07-01,2013-06-30,660,116,194775000,19.0873556093153,117400000,18.5810974738762,129150000,18.6764850852491,146200000,18.8004861121199,550000,0.602746759080991,0.480041073032987,0.803009575923393,0.775127768313458,13.8152116649037,25.3340108556434,25.6653599651546,0.196763202725724,0,27875000,17.143240823619,47625000,17.6788684124085,40550000,17.5180463631866,78725000,18.1814713376538,1.5e+07,16.5235608257331,26250000,17.0831765850971,18100000,16.7114225514847,60800000,17.9231003633838,0.244512899499422,0.208188935951739,0.404184315235528,0.166202647614018,0.321490681058826,0.249247932701447,0.371137748893769,NA,NA,0.824242424242424
"Portugal",2013-07-01,2013-06-30,1261,459,708900000,20.3792250322359,273500000,19.4268121834826,3.03e+08,19.529243366774,349500000,19.6720141224994,5e+05,0.385808999858936,0.277895330794188,0.782546494992847,0.745277269957343,18.0954176823691,27.0265414917734,28.0042312239437,0,0.148080438756856,47950000,17.6856693801488,204950000,19.1382766097939,219200000,19.2054951176002,236750000,19.2825152942543,2e+07,16.8112428815183,5.1e+07,17.7473362102964,7e+07,18.0640058142993,1.35e+08,18.7207853438101,0.28910988855974,0.309211454365919,0.33396811962195,-0.00460919486081224,0.0436089420541208,-0.0807455962921182,-0.0464369141268506,NA,NA,0.636003172085646
"Puerto Rico",2013-07-01,2013-06-30,33,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,10.5039719577707,NA,14.2940700640906,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Qatar",2013-07-01,2013-06-30,54,5,6750000,15.7250532109968,6750000,15.7250532109968,6750000,15.7250532109968,6750000,15.7250532109968,4e+05,1,1,1,NA,16.2978173245114,23.0370674576013,23.0310497168813,0.940740740740741,0.0592592592592593,0,0,4150000,15.2386191331707,2400000,14.6909797119848,2e+05,12.2060776455177,0,0,4150000,15.2386191331707,2400000,14.6909797119848,2e+05,12.2060776455177,0.614814814814815,0.355555555555556,0.0296296296296296,0.361979931550627,0.954030823389829,0.361979931550627,0.954030823389829,NA,NA,0.907407407407407
"Réunion",2013-07-01,2013-06-30,1,1,6e+05,13.3046866008636,6e+05,13.3046866008636,6e+05,13.3046866008636,6e+05,13.3046866008636,6e+05,1,1,1,NA,29.6235455167693,29.6235455167693,29.6235455167693,0,0,0,0,6e+05,13.3046866008636,0,0,0,0,0,0,6e+05,13.3046866008636,0,0,0,0,1,0,0,-0.287681655785722,-0.287681655785722,-0.287681655785722,-0.287681655785722,NA,NA,0
"Romania",2013-07-01,2013-06-30,558,96,130175000,18.6843902646952,4.7e+07,17.6656581809509,58100000,17.8776762390338,74550000,18.1269806125888,9e+05,0.361052429421932,0.215863260994815,0.630449362843729,0.462677304964539,14.2354846069491,26.0756742062724,25.7559579366561,0.280851063829787,0,10100000,16.1280460808214,43500000,17.5882715190474,32300000,17.2905778191526,44275000,17.6059307642193,3e+06,14.9141231799657,19500000,16.785925074816,15200000,16.536806051606,12100000,16.3087160932116,0.334165546379873,0.248127520645285,0.340119070482043,-0.00688997935688818,0.115505047470574,0.0346354959129194,0.0773866619035104,NA,NA,0.827956989247312
"Russia",2013-07-01,2013-06-30,1598,560,543225000,20.1130341585546,1.47e+08,18.8059431515457,1.75e+08,18.9802965376021,2.24e+08,19.2271566142836,250000,0.270606102443739,0.158313774218786,0.65625,0.51984126984127,17.1959919098051,26.5654690034221,26.7204281003049,0.340136054421769,0.0816326530612245,73375000,18.1110938497412,168225000,18.9408129329831,171325000,18.959072901273,129900000,18.6822754893391,2e+07,16.8112428815183,4.2e+07,17.5531802000572,5.9e+07,17.8930480188191,3.3e+07,17.3120181497338,0.309678310092503,0.315384969395738,0.239127433383957,0.0934204847921905,0.177500942459627,0.0416726961110889,0.166126869644565,NA,NA,0.649561952440551
"Rwanda",2013-07-01,2013-06-30,10,3,2500000,14.7318016898383,2500000,14.7318016898383,2500000,14.7318016898383,2500000,14.7318016898383,350000,1,1,1,NA,15.4951403148528,25.3592334017796,15.4951403148528,0.06,0.14,0,0,5e+05,13.1223653774023,0,0,2e+06,14.5086582385241,0,0,5e+05,13.1223653774023,0,0,2e+06,14.5086582385241,0.2,0,0.8,0.867500015324143,0.867500015324143,0.867500015324143,0.867500015324143,NA,NA,0.7
"Saint-Martin",2013-07-01,2013-06-30,3,2,1100000,13.9108216468591,1100000,13.9108216468591,1100000,13.9108216468591,1100000,13.9108216468591,550000,1,1,1,NA,25.4638375541866,30.4751415593305,25.4638375541866,0,0.681818181818182,0,0,350000,12.7656912906044,0,0,750000,13.5278298188449,0,0,350000,12.7656912906044,0,0,750000,13.5278298188449,0.318181818181818,0,0.681818181818182,-0.167053944803143,-0.167053944803143,-0.167053944803143,-0.167053944803143,NA,NA,0.333333333333333
"San Marino",2013-07-01,2013-06-30,16,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,13.1803559206023,NA,14.0929624789994,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sao Tome and Principe",2013-07-01,2013-06-30,8,2,1900000,14.4573649704523,1900000,14.4573649704523,1900000,14.4573649704523,1900000,14.4573649704523,950000,1,1,1,NA,17.909993155373,26.416225368349,17.909993155373,0,0,0,0,4e+05,12.899222326087,0,0,1500000,14.2209763327389,0,0,4e+05,12.899222326087,0,0,1500000,14.2209763327389,0.210526315789474,0,0.789473684210526,0.459532022361104,0.459532022361104,0.459532022361104,0.459532022361104,NA,NA,0.75
"Saudi Arabia",2013-07-01,2013-06-30,493,7,3350000,15.0244712023087,3350000,15.0244712023087,3350000,15.0244712023087,3350000,15.0244712023087,3e+05,1,0.940298507462687,1,NA,13.183973299013,24.9689539979773,20.057992657582,0.522388059701492,0,0,0,2050000,14.5333508389194,6e+05,13.3046866008636,7e+05,13.458837042596,0,0,2050000,14.5333508389194,6e+05,13.3046866008636,7e+05,13.458837042596,0.611940298507463,0.17910447761194,0.208955223880597,0.161641299186703,0.197359369029616,0.161641299186703,0.197359369029616,NA,NA,0.98580121703854
"Scotland",2013-07-01,2013-06-30,1021,333,230550000,19.2559783209544,7.4e+07,18.119575664682,8.7e+07,18.2814186881131,109500000,18.5114351163533,3e+05,0.32097158967686,0.195185426154847,0.675799086757991,0.560247747747748,17.3366772118167,26.9417690132114,27.0335386721424,0.209459459459459,0.0540540540540541,13025000,16.3823812223791,58325000,17.8815413930171,87050000,18.2819932356661,7.1e+07,18.0781904490901,4e+06,15.2018051690841,13500000,16.4182003174827,2.5e+07,17.0343864228325,3.1e+07,17.2494977947075,0.252981999566255,0.377575363261765,0.307959227933203,-0.0538274909094589,-0.00140867986058169,0,0.129677821437429,NA,NA,0.67384916748286
"Senegal",2013-07-01,2013-06-30,408,141,232175000,19.2630019599334,106500000,18.4836555525034,123500000,18.6317517221295,151500000,18.8360961895144,5e+05,0.458705717669861,0.301496715839345,0.702970297029703,0.612676056338028,16.9925178832656,25.8511087639748,25.8955883267998,0.164319248826291,0,2325000,14.659231027111,61450000,17.9337344102497,51875000,17.7643475557922,116525000,18.5736164088049,5e+05,13.1223653774023,20500000,16.8359354928891,23500000,16.9725110216676,51500000,17.7570923850514,0.26467104554754,0.223430601916658,0.501884354473996,0.138234090437198,0.154689211081589,0.146356406620544,0.135545490633206,NA,NA,0.654411764705882
"Serbia",2013-07-01,2013-06-30,896,222,324150000,19.5967169326703,1.39e+08,18.7499844982892,1.6e+08,18.8906843794481,187500000,19.0492894087081,5e+05,0.428813820761993,0.27302174919019,0.741333333333333,0.68015587529976,15.4594700303119,25.7743143944205,25.0929002551179,0.309352517985612,0.151079136690647,15975000,16.5865356208257,145375000,18.7948271756819,96050000,18.3803794575901,66450000,18.0119603581724,4e+06,15.2018051690841,74500000,18.1263096967726,3.8e+07,17.4530967440064,23500000,16.9725110216676,0.448480641678235,0.296313435138053,0.204997686256363,0.0188405728072318,0.0547658728985532,0.0746615282113297,0.11823277615974,NA,NA,0.752232142857143
"Seychelles",2013-07-01,2013-06-30,1,1,2500000,14.7318016898383,2500000,14.7318016898383,2500000,14.7318016898383,2500000,14.7318016898383,2500000,1,1,1,NA,25.4784394250513,25.4784394250513,25.4784394250513,0,0,0,0,2500000,14.7318016898383,0,0,0,0,0,0,2500000,14.7318016898383,0,0,0,0,1,0,0,0.1053604712134,0.1053604712134,0.1053604712134,0.1053604712134,NA,NA,0
"Sierra Leone",2013-07-01,2013-06-30,33,11,12800000,16.3649558070148,12800000,16.3649558070148,12800000,16.3649558070148,12800000,16.3649558070148,5e+05,1,0.875,1,NA,16.3183373778856,22.8816093429158,23.7949100864912,0.8828125,0.0390625,0,0,7250000,15.7965121647619,1850000,14.4306967375949,3700000,15.1238436478847,0,0,7250000,15.7965121647619,1850000,14.4306967375949,3500000,15.0682738121739,0.56640625,0.14453125,0.2890625,-0.0193429613464851,-0.0495339313467227,-0.0193429613464851,-0.0495339313467227,NA,NA,0.666666666666667
"Singapore",2013-07-01,2013-06-30,36,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,15.2113468704844,NA,20.4905730819489,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Sint Maarten",2013-07-01,2013-06-30,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,14.1163586584531,NA,14.1163586584531,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,1
"Slovakia",2013-07-01,2013-06-30,188,66,124075000,18.6363967874974,93900000,18.3577409548281,101600000,18.4365541029512,110550000,18.5209784743134,5e+05,0.756800322385654,0.604473100947008,0.849389416553596,0.837460063897764,17.9762185620458,26.9026867264023,27.8606185053824,0.122470713525027,0.0873269435569755,6550000,15.6949757602832,37975000,17.4524386327792,48600000,17.6991341094469,30950000,17.2478835894051,2200000,14.6039683728739,2.9e+07,17.1828064224335,45500000,17.6332229058992,16500000,16.6188709994769,0.306064880112835,0.391698569413661,0.249445899657465,0.0744335100287259,0.0926138375693384,0.105478850666398,0.110223817994338,NA,NA,0.648936170212766
"Slovenia",2013-07-01,2013-06-30,176,76,62550000,17.9514768108644,32900000,17.3089832461307,38900000,17.4765048342956,46650000,17.6581835066939,4e+05,0.525979216626699,0.366107114308553,0.705251875669882,0.616894630192503,17.9704281003049,25.1692931759999,25.7783585340054,0.267477203647416,0.106382978723404,8125000,15.910456409257,13075000,16.3862126443971,25925000,17.0707183506527,15175000,16.5351599608077,2400000,14.6909797119848,5300000,15.4832175672016,16300000,16.6066757271267,9100000,16.0237850813772,0.209032773780975,0.414468425259792,0.242605915267786,0.052935433722002,0.096870147295121,0.0643359054001564,0.0387345079807027,NA,NA,0.568181818181818
