"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","median_player_value","squad_value_concentration","avg_age","total_caps","total_goals","missing_value_share"
"Gibraltar","2017-01-01","2016-12-31",30,0,0,0,0,0,0,0,NA,NA,15.2608715491672,NA,NA,1
"Greece","2017-01-01","2016-12-31",1298,783,317550000,19.5761458473624,101700000,18.4375378708516,111400000,18.5286378944341,2e+05,0.320264525271611,21.5671229927221,NA,NA,0.396764252696456
"Grenada","2017-01-01","2016-12-31",9,4,575000,13.2621270589084,575000,13.2621270589084,575000,13.2621270589084,125000,1,22.6642330215225,NA,NA,0.555555555555556
"Guadeloupe","2017-01-01","2016-12-31",41,29,23875000,16.9883424862159,19050000,16.7625777120304,21050000,16.8624111655986,5e+05,0.797905759162304,24.6262332849201,NA,NA,0.292682926829268
"Guatemala","2017-01-01","2016-12-31",27,3,1600000,14.2855148122098,1600000,14.2855148122098,1600000,14.2855148122098,6e+05,1,18.3533348543615,NA,NA,0.888888888888889
"Guinea","2017-01-01","2016-12-31",128,57,68900000,18.0481667504977,45700000,17.6376088777463,52300000,17.7725069481556,5e+05,0.663280116110305,19.8401779603012,NA,NA,0.5546875
"Guinea-Bissau","2017-01-01","2016-12-31",85,48,29800000,17.2100189850327,19050000,16.7625777120304,21350000,16.8765623444773,4e+05,0.639261744966443,20.1791520715062,NA,NA,0.435294117647059
"Guyana","2017-01-01","2016-12-31",10,3,1300000,14.0778755916622,1300000,14.0778755916622,1300000,14.0778755916622,3e+05,1,18.7592060232717,NA,NA,0.7
"Haiti","2017-01-01","2016-12-31",40,17,9475000,16.0641674144737,8850000,15.9959281299785,9400000,16.0562203536232,250000,0.934036939313984,20.5147159479808,NA,NA,0.575
"Honduras","2017-01-01","2016-12-31",66,17,16400000,16.61279195377,15250000,16.5400901265915,16250000,16.6036035282785,450000,0.929878048780488,21.0155767116753,NA,NA,0.742424242424242
"Hongkong","2017-01-01","2016-12-31",36,0,0,0,0,0,0,0,NA,NA,20.403528785459,NA,NA,1
"Hungary","2017-01-01","2016-12-31",135,62,42400000,17.5626589437871,20300000,16.8261314932731,24300000,17.005986949463,5e+05,0.47877358490566,21.4364793266915,NA,NA,0.540740740740741
"Iceland","2017-01-01","2016-12-31",126,61,62925000,17.9574541148776,46250000,17.6495720435443,50050000,17.7285330837055,350000,0.735001986491855,21.0629162456678,NA,NA,0.515873015873016
"India","2017-01-01","2016-12-31",21,1,175000,12.072546967175,175000,12.072546967175,175000,12.072546967175,175000,1,18.3773671001597,NA,NA,0.952380952380952
"Indonesia","2017-01-01","2016-12-31",38,10,8200000,15.9196448341857,8200000,15.9196448341857,8200000,15.9196448341857,575000,1,17.4721711877229,NA,NA,0.736842105263158
"Iran","2017-01-01","2016-12-31",56,35,36175000,17.4038788581252,26500000,17.0926553286923,29650000,17.2049727171348,7e+05,0.73255010366275,21.6519018284932,NA,NA,0.375
"Iraq","2017-01-01","2016-12-31",66,9,4775000,15.378904741321,4775000,15.378904741321,4775000,15.378904741321,3e+05,1,18.031485284052,NA,NA,0.863636363636364
"Ireland","2017-01-01","2016-12-31",276,138,149950000,18.8258124698282,79500000,18.1912675922032,90500000,18.3208604197199,350000,0.530176725575192,22.1050501443323,NA,NA,0.5
"Israel","2017-01-01","2016-12-31",144,66,59250000,17.8972763548572,33500000,17.327056026646,37500000,17.4398515176073,5e+05,0.565400843881857,21.234010190889,NA,NA,0.541666666666667
"Italy","2017-01-01","2016-12-31",1993,1353,1353825000,21.0261997571456,276500000,19.4377213825433,341500000,19.6488582399034,175000,0.204236145735232,21.1731917288882,NA,NA,0.321123933768189
"Jamaica","2017-01-01","2016-12-31",111,36,74200000,18.1222747216147,6e+07,17.909855136853,65150000,17.9922028768843,875000,0.808625336927224,19.2502481948067,NA,NA,0.675675675675676
"Japan","2017-01-01","2016-12-31",923,86,115700000,18.5665112008069,6.6e+07,18.0051653151422,7.6e+07,18.1462439114085,450000,0.570440795159896,17.5279523578329,NA,NA,0.9068255687974
"Jordan","2017-01-01","2016-12-31",45,1,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,1,18.4778158034832,NA,NA,0.977777777777778
"Kazakhstan","2017-01-01","2016-12-31",36,15,9150000,16.0292645465413,8400000,15.9437423828612,9150000,16.0292645465413,5e+05,0.918032786885246,20.92128678987,NA,NA,0.583333333333333
"Kenya","2017-01-01","2016-12-31",23,10,18450000,16.7305749826514,18450000,16.7305749826514,18450000,16.7305749826514,375000,1,19.7987084486504,NA,NA,0.565217391304348
"Korea, North","2017-01-01","2016-12-31",2,0,0,0,0,0,0,0,NA,NA,22.1026694045175,NA,NA,1
"Korea, South","2017-01-01","2016-12-31",610,29,63400000,17.9649744351803,53750000,17.7998542435767,58450000,17.883682262991,1e+06,0.847791798107255,16.7699734069411,NA,NA,0.952459016393443
"Kosovo","2017-01-01","2016-12-31",129,41,32450000,17.295211031931,23800000,16.9851961806585,2.7e+07,17.1113474610056,5e+05,0.733436055469954,18.0389135613814,NA,NA,0.682170542635659
"Kyrgyzstan","2017-01-01","2016-12-31",40,1,350000,12.7656912906044,350000,12.7656912906044,350000,12.7656912906044,350000,1,17.1192334017796,NA,NA,0.975
"Laos","2017-01-01","2016-12-31",29,1,2750000,14.827111833279,2750000,14.827111833279,2750000,14.827111833279,2750000,1,14.0212891500861,NA,NA,0.96551724137931
"Latvia","2017-01-01","2016-12-31",50,16,6025000,15.6114282033161,5150000,15.4545074668147,5975000,15.6030948231459,325000,0.854771784232365,19.9027515400411,NA,NA,0.68
"Lebanon","2017-01-01","2016-12-31",29,4,1275000,14.0584575208881,1275000,14.0584575208881,1275000,14.0584575208881,237500,1,19.1273808680875,NA,NA,0.862068965517241
"Liberia","2017-01-01","2016-12-31",22,10,3450000,15.0538850788626,3450000,15.0538850788626,3450000,15.0538850788626,250000,1,18.701263144795,NA,NA,0.545454545454545
"Libya","2017-01-01","2016-12-31",35,3,1650000,14.3162864519372,1650000,14.3162864519372,1650000,14.3162864519372,350000,1,19.593077148724,NA,NA,0.914285714285714
"Liechtenstein","2017-01-01","2016-12-31",4,3,3025000,14.9224219800255,3025000,14.9224219800255,3025000,14.9224219800255,1e+06,1,22.3915126625599,NA,NA,0.25
"Lithuania","2017-01-01","2016-12-31",72,27,9400000,16.0562203536232,7600000,15.8436589368355,8375000,15.9407617550784,2e+05,0.808510638297872,20.650049433417,NA,NA,0.625
"Luxembourg","2017-01-01","2016-12-31",43,16,5125000,15.4496412781107,4750000,15.3736553865371,5075000,15.4398372799364,125000,0.926829268292683,18.0097734906006,NA,NA,0.627906976744186
"Macao","2017-01-01","2016-12-31",1,1,25000,10.1266711030504,25000,10.1266711030504,25000,10.1266711030504,25000,1,22.0533880903491,NA,NA,0
"Madagascar","2017-01-01","2016-12-31",23,14,10600000,16.1763646534219,10350000,16.152497174294,10600000,16.1763646534219,450000,0.976415094339623,21.9161384400202,NA,NA,0.391304347826087
"Malawi","2017-01-01","2016-12-31",3,1,150000,11.9183972397228,150000,11.9183972397228,150000,11.9183972397228,150000,1,19.5053616244581,NA,NA,0.666666666666667
"Malaysia","2017-01-01","2016-12-31",29,3,1450000,14.1870748040517,1450000,14.1870748040517,1450000,14.1870748040517,650000,1,19.4177818688192,NA,NA,0.896551724137931
"Mali","2017-01-01","2016-12-31",180,85,73685000,18.1153098222008,3.8e+07,17.4530967440064,4.4e+07,17.5997002146098,5e+05,0.515708760263283,20.5481481481481,NA,NA,0.527777777777778
"Malta","2017-01-01","2016-12-31",42,3,1200000,13.9978329480912,1200000,13.9978329480912,1200000,13.9978329480912,250000,1,18.5709070760405,NA,NA,0.928571428571429
"Martinique","2017-01-01","2016-12-31",37,27,20950000,16.8576492520651,15750000,16.572350986728,17750000,16.6918961302237,5e+05,0.751789976133652,25.528830678728,NA,NA,0.27027027027027
"Mauritania","2017-01-01","2016-12-31",29,12,4900000,15.4047459671625,4850000,15.3944894690992,4900000,15.4047459671625,325000,0.989795918367347,18.4225259033727,NA,NA,0.586206896551724
"Mauritius","2017-01-01","2016-12-31",2,1,2e+06,14.5086582385241,2e+06,14.5086582385241,2e+06,14.5086582385241,2e+06,1,20.8049281314168,NA,NA,0.5
"Mexico","2017-01-01","2016-12-31",536,41,178800000,19.0017784262965,121500000,18.6154248289753,140500000,18.7607180538555,3e+06,0.679530201342282,16.2830610806338,NA,NA,0.923507462686567
"Moldova","2017-01-01","2016-12-31",63,23,13150000,16.3919323926337,11775000,16.2814892827924,12475000,16.3392372797622,2e+05,0.895437262357414,19.833251849679,NA,NA,0.634920634920635
"Monaco","2017-01-01","2016-12-31",1,1,50000,10.8197982842103,50000,10.8197982842103,50000,10.8197982842103,50000,1,22.8829568788501,NA,NA,0
"Mongolia","2017-01-01","2016-12-31",1,0,0,0,0,0,0,0,NA,NA,11.9507186858316,NA,NA,1
"Montenegro","2017-01-01","2016-12-31",118,60,72900000,18.1045992106963,55700000,17.8354907228508,58950000,17.8922002019112,4e+05,0.764060356652949,21.3025673151661,NA,NA,0.491525423728814
"Montserrat","2017-01-01","2016-12-31",6,4,1750000,14.3751269173281,1750000,14.3751269173281,1750000,14.3751269173281,275000,1,23.2817704768423,NA,NA,0.333333333333333
"Morocco","2017-01-01","2016-12-31",366,148,193400000,19.0802711461541,88500000,18.2985131212776,103500000,18.4550821803315,4e+05,0.457600827300931,19.5529373922345,NA,NA,0.595628415300546
"Mozambique","2017-01-01","2016-12-31",18,13,10450000,16.1621126320689,10350000,16.152497174294,10450000,16.1621126320689,350000,0.990430622009569,23.8845539584759,NA,NA,0.277777777777778
"Myanmar","2017-01-01","2016-12-31",33,0,0,0,0,0,0,0,NA,NA,17.3057059299359,NA,NA,1
"Netherlands","2017-01-01","2016-12-31",1555,809,798900000,20.498746340704,1.9e+08,19.0625346353879,2.33e+08,19.2665490158218,2e+05,0.237827012141695,20.3119722832249,NA,NA,0.479742765273312
"Neukaledonien","2017-01-01","2016-12-31",2,2,2200000,14.6039683728739,2200000,14.6039683728739,2200000,14.6039683728739,1100000,1,28.7734428473648,NA,NA,0
"New Caledonia","2017-01-01","2016-12-31",2,1,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,1,20.7967145790554,NA,NA,0.5
"New Zealand","2017-01-01","2016-12-31",105,15,18300000,16.7224116724565,17925000,16.701707000238,18300000,16.7224116724565,250000,0.979508196721312,16.2662233955868,NA,NA,0.857142857142857
"Nicaragua","2017-01-01","2016-12-31",6,1,250000,12.4292201968364,250000,12.4292201968364,250000,12.4292201968364,250000,1,20.0661647273557,NA,NA,0.833333333333333
"Niger","2017-01-01","2016-12-31",13,4,1450000,14.1870748040517,1450000,14.1870748040517,1450000,14.1870748040517,325000,1,20.1600589690939,NA,NA,0.692307692307692
"Nigeria","2017-01-01","2016-12-31",513,198,223825000,19.2263750589523,9.8e+07,18.4004780468389,112750000,18.5406835452162,4e+05,0.437842064112588,18.797576495044,NA,NA,0.614035087719298
"North Macedonia","2017-01-01","2016-12-31",107,54,26675000,17.0992373926404,1.2e+07,16.3004172910856,14400000,16.4827388339907,4e+05,0.449859418931584,21.3616073998733,NA,NA,0.495327102803738
"Northern Ireland","2017-01-01","2016-12-31",127,58,49250000,17.7124199458869,3.5e+07,17.3708586480251,38250000,17.4596541443806,312500,0.710659898477157,21.4372207580829,NA,NA,0.543307086614173
"Norway","2017-01-01","2016-12-31",565,132,109050000,18.507317059782,3.9e+07,17.4790722297349,46800000,17.6613937822554,5e+05,0.357634112792297,17.5679841059282,NA,NA,0.766371681415929
"Oman","2017-01-01","2016-12-31",50,1,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,1,19.2013141683778,NA,NA,0.98
"Pakistan","2017-01-01","2016-12-31",4,2,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,150000,1,20.4859685147159,NA,NA,0.5
"Palestine","2017-01-01","2016-12-31",10,3,450000,13.0170050839663,450000,13.0170050839663,450000,13.0170050839663,150000,1,20.3282683093771,NA,NA,0.7
"Panama","2017-01-01","2016-12-31",61,11,3125000,14.9549451611526,3125000,14.9549451611526,3125000,14.9549451611526,250000,1,17.8760561483825,NA,NA,0.819672131147541
"Papua New Guinea","2017-01-01","2016-12-31",1,1,250000,12.4292201968364,250000,12.4292201968364,250000,12.4292201968364,250000,1,21.015742642026,NA,NA,0
"Paraguay","2017-01-01","2016-12-31",147,45,95225000,18.3717530808304,64300000,17.9790702047599,73300000,18.1100711804994,1e+06,0.67524284589131,20.412055855881,NA,NA,0.693877551020408
"Peru","2017-01-01","2016-12-31",102,38,47300000,17.6720208746038,37500000,17.4398515176073,39850000,17.5006329882946,437500,0.792811839323467,19.8833192414543,NA,NA,0.627450980392157
"Philippines","2017-01-01","2016-12-31",45,11,4600000,15.3415670788506,4600000,15.3415670788506,4600000,15.3415670788506,2e+05,1,18.2399269906457,NA,NA,0.755555555555556
"Poland","2017-01-01","2016-12-31",660,148,294325000,19.5001951603261,1.96e+08,19.0936252222968,214500000,19.1838203009944,4e+05,0.665930518984116,17.3196606724327,NA,NA,0.775757575757576
"Portugal","2017-01-01","2016-12-31",1261,701,1005675000,20.7289247957924,3.49e+08,19.670582483032,4.06e+08,19.8218637200291,350000,0.34703060133741,21.5998666898982,NA,NA,0.444091990483743
"Puerto Rico","2017-01-01","2016-12-31",33,0,0,0,0,0,0,0,NA,NA,14.0084209652998,NA,NA,1
"Qatar","2017-01-01","2016-12-31",54,8,10850000,16.1996757301166,10850000,16.1996757301166,10850000,16.1996757301166,625000,1,19.8022663320405,NA,NA,0.851851851851852
"Réunion","2017-01-01","2016-12-31",1,1,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,1,33.1279945242984,NA,NA,0
"Romania","2017-01-01","2016-12-31",558,128,117725000,18.5838619625883,50500000,17.7374839140476,6e+07,17.909855136853,4e+05,0.428965810150775,17.7399336144782,NA,NA,0.770609318996416
"Russia","2017-01-01","2016-12-31",1598,951,511875000,20.0535910145252,1.06e+08,18.4789496615103,1.28e+08,18.6675408296964,2e+05,0.207081807081807,20.7004409173342,NA,NA,0.404881101376721
"Rwanda","2017-01-01","2016-12-31",10,3,3e+06,14.9141231799657,3e+06,14.9141231799657,3e+06,14.9141231799657,350000,1,18.9995893223819,NA,NA,0.7
"Saint-Martin","2017-01-01","2016-12-31",3,2,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,2e+05,1,28.9682865617157,NA,NA,0.333333333333333
"San Marino","2017-01-01","2016-12-31",16,1,50000,10.8197982842103,50000,10.8197982842103,50000,10.8197982842103,50000,1,16.6848049281314,NA,NA,0.9375
"Sao Tome and Principe","2017-01-01","2016-12-31",8,3,1800000,14.4032977784218,1800000,14.4032977784218,1800000,14.4032977784218,3e+05,1,21.4144421629021,NA,NA,0.625
"Saudi Arabia","2017-01-01","2016-12-31",493,11,6375000,15.6678948058715,6375000,15.6678948058715,6375000,15.6678948058715,3e+05,1,16.6884223065421,NA,NA,0.977687626774848
"Scotland","2017-01-01","2016-12-31",1021,486,262613000,19.386192027366,8e+07,18.1975372051382,9.8e+07,18.4004780468389,225000,0.304630768469192,20.8411262193458,NA,NA,0.523996082272282
"Senegal","2017-01-01","2016-12-31",408,203,352925000,19.681766130568,1.7e+08,18.9513090008969,1.98e+08,19.1037775937093,4e+05,0.481688744067436,20.4969668907946,NA,NA,0.502450980392157
"Serbia","2017-01-01","2016-12-31",896,295,399275000,19.8051609630112,1.51e+08,18.8327904014017,1.81e+08,19.014007594755,5e+05,0.378185461148331,18.963919037841,NA,NA,0.670758928571429
"Seychelles","2017-01-01","2016-12-31",1,1,1500000,14.2209763327389,1500000,14.2209763327389,1500000,14.2209763327389,1500000,1,28.9828884325804,NA,NA,0
"Sierra Leone","2017-01-01","2016-12-31",33,19,12575000,16.3472213534729,11500000,16.25785768029,12250000,16.3210365765877,250000,0.914512922465209,19.8227863854147,NA,NA,0.424242424242424
"Singapore","2017-01-01","2016-12-31",36,0,0,0,0,0,0,0,NA,NA,18.7157958780135,NA,NA,1
"Sint Maarten","2017-01-01","2016-12-31",1,0,0,0,0,0,0,0,NA,NA,17.6208076659822,NA,NA,1
"Slovakia","2017-01-01","2016-12-31",188,94,119300000,18.5971518954504,82250000,18.2252739597678,8.9e+07,18.3041469389324,350000,0.689438390611903,21.4806675695749,NA,NA,0.5
"Slovenia","2017-01-01","2016-12-31",176,95,133825000,18.7120435417162,9.1e+07,18.3263700754701,98650000,18.4070888005697,4e+05,0.679992527554642,21.474877107834,NA,NA,0.460227272727273
"Somalia","2017-01-01","2016-12-31",5,1,50000,10.8197982842103,50000,10.8197982842103,50000,10.8197982842103,50000,1,17.3004791238877,NA,NA,0.8
"South Africa","2017-01-01","2016-12-31",126,38,28500000,17.1654146803266,20350000,16.8285915189929,23500000,16.9725110216676,425000,0.714035087719298,20.040546266419,NA,NA,0.698412698412698
"Southern Sudan","2017-01-01","2016-12-31",2,0,0,0,0,0,0,0,NA,NA,17.2498288843258,NA,NA,1
"Spain","2017-01-01","2016-12-31",2169,1149,2445100000,21.6173518592414,4.75e+08,19.9788253641042,5.97e+08,20.2074276730319,4e+05,0.194266083186782,21.8099403683975,NA,NA,0.470262793914246
"Sri Lanka","2017-01-01","2016-12-31",1,0,0,0,0,0,0,0,NA,NA,26.2669404517454,NA,NA,1
"St. Kitts & Nevis","2017-01-01","2016-12-31",4,2,575000,13.2621270589084,575000,13.2621270589084,575000,13.2621270589084,287500,1,24.4791238877481,NA,NA,0.5
"St. Lucia","2017-01-01","2016-12-31",4,2,275000,12.5245300130057,275000,12.5245300130057,275000,12.5245300130057,137500,1,19.7871321013005,NA,NA,0.5
"St. Vincent & Grenadinen","2017-01-01","2016-12-31",1,0,0,0,0,0,0,0,NA,NA,12.911704312115,NA,NA,1
"Sudan","2017-01-01","2016-12-31",1,0,0,0,0,0,0,0,NA,NA,10.8062970568104,NA,NA,1
"Suriname","2017-01-01","2016-12-31",62,35,38150000,17.4570363419071,27900000,17.1441372826339,31700000,17.2718272703932,750000,0.73132372214941,20.4358040228743,NA,NA,0.435483870967742
"Sweden","2017-01-01","2016-12-31",764,205,217340000,19.1969735102001,73500000,18.1127959777885,88250000,18.2956842651091,5e+05,0.338179810435263,17.6119562373903,NA,NA,0.731675392670157
"Switzerland","2017-01-01","2016-12-31",400,124,282625000,19.4596314921007,1.42e+08,18.7713376226078,160500000,18.8938045067649,8e+05,0.502432551968156,17.6685725264565,NA,NA,0.69
"Syria","2017-01-01","2016-12-31",22,5,16275000,16.6051408075028,16275000,16.6051408075028,16275000,16.6051408075028,5e+05,1,19.1120652106278,NA,NA,0.772727272727273
"Tahiti","2017-01-01","2016-12-31",1,1,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,1,36.6406570841889,NA,NA,0
"Tajikistan","2017-01-01","2016-12-31",44,4,850000,13.6529928049364,850000,13.6529928049364,850000,13.6529928049364,2e+05,1,16.7748117727584,NA,NA,0.909090909090909
"Tanzania","2017-01-01","2016-12-31",6,1,1500000,14.2209763327389,1500000,14.2209763327389,1500000,14.2209763327389,1500000,1,16.3180469997718,NA,NA,0.833333333333333
"Thailand","2017-01-01","2016-12-31",60,3,1200000,13.9978329480912,1200000,13.9978329480912,1200000,13.9978329480912,3e+05,1,18.815742642026,NA,NA,0.95
"The Gambia","2017-01-01","2016-12-31",87,26,10625000,16.1787203668924,8650000,15.973069994515,9600000,16.0772737606047,237500,0.814117647058824,17.2794259954212,NA,NA,0.701149425287356
"Togo","2017-01-01","2016-12-31",45,28,23125000,16.956424884606,18400000,16.727861276927,20400000,16.8310455078341,5e+05,0.795675675675676,21.7509468400639,NA,NA,0.377777777777778
"Trinidad and Tobago","2017-01-01","2016-12-31",21,7,4400000,15.2971153261612,4400000,15.2971153261612,4400000,15.2971153261612,7e+05,1,19.2773377660441,NA,NA,0.666666666666667
"Tunisia","2017-01-01","2016-12-31",122,70,62975000,17.9582483960823,34700000,17.3622502737355,39250000,17.4854620276704,5e+05,0.551012306470822,22.4869783777112,NA,NA,0.426229508196721
"Turkey","2017-01-01","2016-12-31",2180,1058,691250000,20.3540121122475,1.49e+08,18.8194568706211,1.77e+08,18.9916602961878,150000,0.215551537070524,19.6528717236381,NA,NA,0.514678899082569
"Turkmenistan","2017-01-01","2016-12-31",2,1,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,1,17.5441478439425,NA,NA,0.5
"Uganda","2017-01-01","2016-12-31",69,12,5500000,15.5202588320209,5450000,15.5111263501256,5500000,15.5202588320209,225000,0.990909090909091,18.6540884246446,NA,NA,0.826086956521739
"Ukraine","2017-01-01","2016-12-31",1623,689,332625000,19.6225262902685,9.8e+07,18.4004780468389,1.1e+08,18.5159909328476,2e+05,0.294626080420894,20.3662568340643,NA,NA,0.575477510782502
"United Arab Emirates","2017-01-01","2016-12-31",27,1,350000,12.7656912906044,350000,12.7656912906044,350000,12.7656912906044,350000,1,18.0849240753416,NA,NA,0.962962962962963
"United States","2017-01-01","2016-12-31",614,79,91675000,18.3337602828298,4.6e+07,17.6441519761925,5.5e+07,17.8228437613786,6e+05,0.501772566130352,16.5345809728288,NA,NA,0.871335504885994
"Uruguay","2017-01-01","2016-12-31",343,146,406350000,19.8227254176244,262500000,19.3857616438055,283500000,19.4627226846594,625000,0.645994832041344,20.8245879754072,NA,NA,0.574344023323615
"Uzbekistan","2017-01-01","2016-12-31",58,15,19400000,16.7807836755799,18900000,16.7546725329399,19400000,16.7807836755799,450000,0.974226804123711,19.790790436404,NA,NA,0.741379310344828
"Vanuatu","2017-01-01","2016-12-31",1,0,0,0,0,0,0,0,NA,NA,23.2553045859001,NA,NA,1
"Venezuela","2017-01-01","2016-12-31",137,59,72800000,18.1032265269032,49400000,17.7154610024011,53650000,17.7979920456803,550000,0.678571428571429,19.8071913547865,NA,NA,0.569343065693431
"Vietnam","2017-01-01","2016-12-31",47,1,25000,10.1266711030504,25000,10.1266711030504,25000,10.1266711030504,25000,1,17.7142441056111,NA,NA,0.978723404255319
"Wales","2017-01-01","2016-12-31",152,72,219125000,19.2051529057693,181500000,19.0167662171788,1.93e+08,19.0782007520505,4e+05,0.828294352538505,20.6411614251234,NA,NA,0.526315789473684
"Yemen","2017-01-01","2016-12-31",2,0,0,0,0,0,0,0,NA,NA,12.1902806297057,NA,NA,1
"Zambia","2017-01-01","2016-12-31",24,9,7700000,15.856731016694,7700000,15.856731016694,7700000,15.856731016694,650000,1,19.8583162217659,NA,NA,0.625
"Zimbabwe","2017-01-01","2016-12-31",26,16,10525000,16.1692640325446,10250000,16.1427883611097,10500000,16.1668859103658,2e+05,0.973871733966746,22.2533564997631,NA,NA,0.384615384615385
"Afghanistan","2017-07-01","2017-06-30",3,2,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,2e+05,1,23.4515172256445,NA,NA,0.333333333333333
"Albania","2017-07-01","2017-06-30",183,86,68075000,18.0361206112138,44200000,17.6042353696724,48200000,17.6908695997677,275000,0.649283878075652,20.018087768315,NA,NA,0.530054644808743
"Algeria","2017-07-01","2017-06-30",200,98,221725000,19.2169484377369,1.57e+08,18.871756369682,175500000,18.9831496065682,425000,0.708084338707859,21.6733059548255,NA,NA,0.51
"Andorra","2017-07-01","2017-06-30",36,0,0,0,0,0,0,0,NA,NA,19.7812761426724,NA,NA,1
"Angola","2017-07-01","2017-06-30",84,43,51175000,17.7507617090524,39950000,17.5031392552078,43100000,17.5790335782758,350000,0.780654616511969,20.993970209576,NA,NA,0.488095238095238
"Antigua and Barbuda","2017-07-01","2017-06-30",9,5,1425000,14.169683073439,1425000,14.169683073439,1425000,14.169683073439,250000,1,21.5414099931554,NA,NA,0.444444444444444
"Argentina","2017-07-01","2017-06-30",1732,463,1454200000,21.0977217588679,5.3e+08,20.0883875663972,6.02e+08,20.2157680049342,9e+05,0.36446155962041,20.1102032364178,NA,NA,0.732678983833718
"Armenia","2017-07-01","2017-06-30",88,38,50325000,17.734012549361,44350000,17.6076232892678,46050000,17.6452383423811,262500,0.88127173373075,21.5162093211375,NA,NA,0.568181818181818
"Aruba","2017-07-01","2017-06-30",6,5,2250000,14.626441218625,2250000,14.626441218625,2250000,14.626441218625,3e+05,1,25.9210586356377,NA,NA,0.166666666666667
"Australia","2017-07-01","2017-06-30",474,87,64425000,17.9810123300246,3.1e+07,17.2494977947075,36200000,17.4045697044203,4e+05,0.481179666278619,16.7625376526684,NA,NA,0.816455696202532
"Austria","2017-07-01","2017-06-30",421,120,224350000,19.2287178948436,1.28e+08,18.6675408296964,1.45e+08,18.7922443072814,6e+05,0.570537107198574,19.1252240800495,NA,NA,0.714964370546318
"Azerbaijan","2017-07-01","2017-06-30",62,22,6850000,15.7397593562238,4950000,15.4148983365651,6e+06,15.607270193859,3e+05,0.722627737226277,20.2276832041686,NA,NA,0.645161290322581
"Bahrain","2017-07-01","2017-06-30",2,0,0,0,0,0,0,0,NA,NA,21.8932238193018,NA,NA,1
"Bangladesh","2017-07-01","2017-06-30",38,1,250000,12.4292201968364,250000,12.4292201968364,250000,12.4292201968364,250000,1,16.7268273352786,NA,NA,0.973684210526316
"Barbados","2017-07-01","2017-06-30",5,3,2250000,14.626441218625,2250000,14.626441218625,2250000,14.626441218625,2e+05,1,23.8444900752909,NA,NA,0.4
"Belarus","2017-07-01","2017-06-30",114,61,31650000,17.27024873815,14050000,16.4581330249184,17350000,16.669103121994,4e+05,0.44391785150079,22.6538179809551,NA,NA,0.464912280701754
"Belgium","2017-07-01","2017-06-30",1194,597,920325000,20.6402374275816,4.36e+08,19.8931528036069,5.06e+08,20.042047229228,250000,0.473745687664684,20.6414389996985,NA,NA,0.5
"Benin","2017-07-01","2017-06-30",29,19,2.5e+07,17.0343864228325,22600000,16.9334605084903,24500000,17.0141837163313,8e+05,0.904,22.9430007788713,NA,NA,0.344827586206897
"Bermuda","2017-07-01","2017-06-30",2,1,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,15.4249486703984,5e+06,1,23.9151266255989,NA,NA,0.5
"Bolivia","2017-07-01","2017-06-30",62,6,2050000,14.5333508389194,2050000,14.5333508389194,2050000,14.5333508389194,3e+05,1,17.5718354639995,NA,NA,0.903225806451613
"Bonaire","2017-07-01","2017-06-30",3,1,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,11.5129354649202,1e+05,1,16.766598220397,NA,NA,0.666666666666667
"Bosnia-Herzegovina","2017-07-01","2017-06-30",244,122,187800000,19.0508881300632,1.21e+08,18.6113011118255,131750000,18.6964167529759,4e+05,0.64430244941427,20.9097182482243,NA,NA,0.5
"Botswana","2017-07-01","2017-06-30",1,0,0,0,0,0,0,0,NA,NA,11.4113620807666,NA,NA,1
"Brazil","2017-07-01","2017-06-30",2697,1065,1998120000,21.4154725759298,4.51e+08,19.9269778996842,5.53e+08,20.1308685612949,5e+05,0.225712169439273,20.8832101579644,NA,NA,0.605116796440489
"Brunei Darussalam","2017-07-01","2017-06-30",1,0,0,0,0,0,0,0,NA,NA,19.1457905544148,NA,NA,1
"Bulgaria","2017-07-01","2017-06-30",100,57,32925000,17.3097428359657,19100000,16.7651989453729,21850000,16.8997115252725,3e+05,0.580106302201974,23.463189596167,NA,NA,0.43
"Burkina Faso","2017-07-01","2017-06-30",70,30,37575000,17.4418495202168,32550000,17.2982879573408,3.5e+07,17.3708586480251,425000,0.86626746506986,19.9285420944559,NA,NA,0.571428571428571
"Burundi","2017-07-01","2017-06-30",19,7,17350000,16.669103121994,17350000,16.669103121994,17350000,16.669103121994,350000,1,21.3615764256637,NA,NA,0.631578947368421
